
X0 0; Y0 0; Smax 10000; p 0.050000; temps moyen 0.000000 p' 1.000000
X0 22; Y0 0; Smax 100000; p 0.250000; temps moyen 408.024065 p' 0.938477
X0 22; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 22; Y0 0; Smax 100; p 0.750000; temps moyen 88.166667 p' 0.000156
X0 22; Y0 0; Smax 1000; p 0.750000; temps moyen 559.580738 p' 0.032920
X0 22; Y0 0; Smax 10000; p 0.750000; temps moyen 2772.639758 p' 0.106374
X0 22; Y0 0; Smax 100000; p 0.750000; temps moyen 16704.476720 p' 0.189255
X0 23; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 23; Y0 0; Smax 100; p 0.250000; temps moyen 56.025490 p' 0.508148
X0 23; Y0 0; Smax 1000; p 0.250000; temps moyen 149.616829 p' 0.886084
X0 23; Y0 0; Smax 10000; p 0.250000; temps moyen 229.060644 p' 0.921536
X0 23; Y0 0; Smax 100000; p 0.250000; temps moyen 396.326211 p' 0.936276
X0 23; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 23; Y0 0; Smax 100; p 0.750000; temps moyen 86.866667 p' 0.000098
X0 23; Y0 0; Smax 1000; p 0.750000; temps moyen 574.412974 p' 0.029456
X0 23; Y0 0; Smax 10000; p 0.750000; temps moyen 2901.462048 p' 0.103184
X0 23; Y0 0; Smax 100000; p 0.750000; temps moyen 16911.040380 p' 0.188154
X0 24; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 24; Y0 0; Smax 100; p 0.250000; temps moyen 57.384545 p' 0.478506
X0 24; Y0 0; Smax 1000; p 0.250000; temps moyen 156.928105 p' 0.882279
X0 24; Y0 0; Smax 10000; p 0.250000; temps moyen 245.252364 p' 0.920010
X0 24; Y0 0; Smax 100000; p 0.250000; temps moyen 428.277584 p' 0.937780
X0 24; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 24; Y0 0; Smax 100; p 0.750000; temps moyen 88.545455 p' 0.000036
X0 24; Y0 0; Smax 1000; p 0.750000; temps moyen 590.277302 p' 0.026201
X0 24; Y0 0; Smax 10000; p 0.750000; temps moyen 2995.869592 p' 0.099847
X0 24; Y0 0; Smax 100000; p 0.750000; temps moyen 17779.042776 p' 0.182181
X0 25; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 25; Y0 0; Smax 100; p 0.250000; temps moyen 59.386655 p' 0.456842
X0 25; Y0 0; Smax 1000; p 0.250000; temps moyen 164.192755 p' 0.878623
X0 25; Y0 0; Smax 10000; p 0.250000; temps moyen 263.155164 p' 0.920817
X0 25; Y0 0; Smax 100000; p 0.250000; temps moyen 442.485914 p' 0.935039
X0 25; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 25; Y0 0; Smax 100; p 0.750000; temps moyen 89.666667 p' 0.000020
X0 25; Y0 0; Smax 1000; p 0.750000; temps moyen 596.765354 p' 0.023639
X0 25; Y0 0; Smax 10000; p 0.750000; temps moyen 3121.667893 p' 0.095527
X0 25; Y0 0; Smax 100000; p 0.750000; temps moyen 18419.038112 p' 0.175778
X0 26; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 26; Y0 0; Smax 100; p 0.250000; temps moyen 60.640543 p' 0.431051
X0 26; Y0 0; Smax 1000; p 0.250000; temps moyen 171.618878 p' 0.871621
X0 26; Y0 0; Smax 10000; p 0.250000; temps moyen 283.663423 p' 0.919489
X0 26; Y0 0; Smax 100000; p 0.250000; temps moyen 476.667100 p' 0.936364
X0 26; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 26; Y0 0; Smax 100; p 0.750000; temps moyen 91.000000 p' 0.000013
X0 26; Y0 0; Smax 1000; p 0.750000; temps moyen 607.936532 p' 0.021439
X0 26; Y0 0; Smax 10000; p 0.750000; temps moyen 3233.151328 p' 0.091787
X0 26; Y0 0; Smax 100000; p 0.750000; temps moyen 18925.689429 p' 0.172943
X0 27; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 27; Y0 0; Smax 100; p 0.250000; temps moyen 62.461371 p' 0.410221
X0 27; Y0 0; Smax 1000; p 0.250000; temps moyen 178.300962 p' 0.867822
X0 27; Y0 0; Smax 10000; p 0.250000; temps moyen 302.197674 p' 0.919089
X0 27; Y0 0; Smax 100000; p 0.250000; temps moyen 487.294181 p' 0.936855
X0 27; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 27; Y0 0; Smax 100; p 0.750000; temps moyen 93.666667 p' 0.000010
X0 27; Y0 0; Smax 1000; p 0.750000; temps moyen 621.343329 p' 0.019323
X0 27; Y0 0; Smax 10000; p 0.750000; temps moyen 3357.860332 p' 0.089521
X0 27; Y0 0; Smax 100000; p 0.750000; temps moyen 19230.964464 p' 0.169834
X0 28; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 28; Y0 0; Smax 100; p 0.250000; temps moyen 63.740854 p' 0.382767
X0 28; Y0 0; Smax 1000; p 0.250000; temps moyen 183.662177 p' 0.862773
X0 28; Y0 0; Smax 10000; p 0.250000; temps moyen 322.297596 p' 0.920068
X0 28; Y0 0; Smax 100000; p 0.250000; temps moyen 498.008422 p' 0.935345
X0 28; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 28; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 28; Y0 0; Smax 1000; p 0.750000; temps moyen 633.116035 p' 0.017337
X0 28; Y0 0; Smax 10000; p 0.750000; temps moyen 3488.781800 p' 0.086139
X0 28; Y0 0; Smax 100000; p 0.750000; temps moyen 20184.945944 p' 0.165062
X0 29; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 29; Y0 0; Smax 100; p 0.250000; temps moyen 65.426185 p' 0.365234
X0 29; Y0 0; Smax 1000; p 0.250000; temps moyen 191.179024 p' 0.856423
X0 29; Y0 0; Smax 10000; p 0.250000; temps moyen 348.000230 p' 0.920641
X0 29; Y0 0; Smax 100000; p 0.250000; temps moyen 525.792514 p' 0.936530
X0 29; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 29; Y0 0; Smax 100; p 0.750000; temps moyen 83.000000 p' 0.000007
X0 29; Y0 0; Smax 1000; p 0.750000; temps moyen 649.299206 p' 0.015579
X0 29; Y0 0; Smax 10000; p 0.750000; temps moyen 3578.256651 p' 0.083203
X0 29; Y0 0; Smax 100000; p 0.750000; temps moyen 20246.468157 p' 0.161364
X0 30; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 30; Y0 0; Smax 100; p 0.250000; temps moyen 66.522977 p' 0.339229
X0 30; Y0 0; Smax 1000; p 0.250000; temps moyen 198.134875 p' 0.850469
X0 30; Y0 0; Smax 10000; p 0.250000; temps moyen 364.113646 p' 0.919684
X0 30; Y0 0; Smax 100000; p 0.250000; temps moyen 560.368527 p' 0.936266
X0 30; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 30; Y0 0; Smax 100; p 0.750000; temps moyen 88.000000 p' 0.000003
X0 30; Y0 0; Smax 1000; p 0.750000; temps moyen 659.234320 p' 0.013962
X0 30; Y0 0; Smax 10000; p 0.750000; temps moyen 3698.910000 p' 0.080765
X0 30; Y0 0; Smax 100000; p 0.750000; temps moyen 20800.528243 p' 0.156807
X0 31; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 31; Y0 0; Smax 100; p 0.250000; temps moyen 68.238643 p' 0.321383
X0 31; Y0 0; Smax 1000; p 0.250000; temps moyen 204.399688 p' 0.845296
X0 31; Y0 0; Smax 10000; p 0.250000; temps moyen 391.278344 p' 0.920739
X0 31; Y0 0; Smax 100000; p 0.250000; temps moyen 566.153675 p' 0.934502
X0 31; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 31; Y0 0; Smax 100; p 0.750000; temps moyen 87.000000 p' 0.000003
X0 31; Y0 0; Smax 1000; p 0.750000; temps moyen 669.479474 p' 0.012370
X0 31; Y0 0; Smax 10000; p 0.750000; temps moyen 3805.662513 p' 0.076797
X0 31; Y0 0; Smax 100000; p 0.750000; temps moyen 20644.194850 p' 0.159528
X0 32; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 32; Y0 0; Smax 100; p 0.250000; temps moyen 69.150760 p' 0.296696
X0 32; Y0 0; Smax 1000; p 0.250000; temps moyen 210.923450 p' 0.838997
X0 32; Y0 0; Smax 10000; p 0.250000; temps moyen 409.649522 p' 0.919486
X0 32; Y0 0; Smax 100000; p 0.250000; temps moyen 601.783806 p' 0.936507
X0 32; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 32; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 32; Y0 0; Smax 1000; p 0.750000; temps moyen 677.996559 p' 0.011351
X0 32; Y0 0; Smax 10000; p 0.750000; temps moyen 3998.343602 p' 0.075127
X0 32; Y0 0; Smax 100000; p 0.750000; temps moyen 21400.610290 p' 0.149701
X0 33; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 33; Y0 0; Smax 100; p 0.250000; temps moyen 70.876238 p' 0.279593
X0 33; Y0 0; Smax 1000; p 0.250000; temps moyen 217.481427 p' 0.833649
X0 33; Y0 0; Smax 10000; p 0.250000; temps moyen 430.156973 p' 0.918835
X0 33; Y0 0; Smax 100000; p 0.250000; temps moyen 601.339644 p' 0.937256
X0 33; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 33; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 33; Y0 0; Smax 1000; p 0.750000; temps moyen 686.308221 p' 0.009938
X0 33; Y0 0; Smax 10000; p 0.750000; temps moyen 4013.124037 p' 0.071383
X0 33; Y0 0; Smax 100000; p 0.750000; temps moyen 21687.727193 p' 0.147793
X0 34; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 34; Y0 0; Smax 100; p 0.250000; temps moyen 71.597289 p' 0.257402
X0 34; Y0 0; Smax 1000; p 0.250000; temps moyen 223.228705 p' 0.828076
X0 34; Y0 0; Smax 10000; p 0.250000; temps moyen 461.036142 p' 0.920124
X0 34; Y0 0; Smax 100000; p 0.250000; temps moyen 569.051637 p' 0.933936
X0 34; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 34; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 34; Y0 0; Smax 1000; p 0.750000; temps moyen 684.618117 p' 0.009163
X0 34; Y0 0; Smax 10000; p 0.750000; temps moyen 4170.191869 p' 0.068779
X0 34; Y0 0; Smax 100000; p 0.750000; temps moyen 22170.385267 p' 0.146087
X0 35; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 35; Y0 0; Smax 100; p 0.250000; temps moyen 73.360460 p' 0.240163
X0 35; Y0 0; Smax 1000; p 0.250000; temps moyen 229.711997 p' 0.822035
X0 35; Y0 0; Smax 10000; p 0.250000; temps moyen 485.682500 p' 0.919271
X0 35; Y0 0; Smax 100000; p 0.250000; temps moyen 662.741155 p' 0.936979
X0 35; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 35; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 35; Y0 0; Smax 1000; p 0.750000; temps moyen 700.119088 p' 0.007708
X0 35; Y0 0; Smax 10000; p 0.750000; temps moyen 4262.763732 p' 0.068392
X0 35; Y0 0; Smax 100000; p 0.750000; temps moyen 22325.069470 p' 0.145820
X0 36; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 36; Y0 0; Smax 100; p 0.250000; temps moyen 74.046977 p' 0.218968
X0 36; Y0 0; Smax 1000; p 0.250000; temps moyen 236.033071 p' 0.816198
X0 36; Y0 0; Smax 10000; p 0.250000; temps moyen 510.169045 p' 0.918532
X0 36; Y0 0; Smax 100000; p 0.250000; temps moyen 690.961906 p' 0.936380
X0 36; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 36; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 36; Y0 0; Smax 1000; p 0.750000; temps moyen 711.134545 p' 0.007161
X0 36; Y0 0; Smax 10000; p 0.750000; temps moyen 4340.393318 p' 0.064886
X0 36; Y0 0; Smax 100000; p 0.750000; temps moyen 22797.489657 p' 0.142100
X0 37; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 37; Y0 0; Smax 100; p 0.250000; temps moyen 75.642990 p' 0.204307
X0 37; Y0 0; Smax 1000; p 0.250000; temps moyen 242.224297 p' 0.810605
X0 37; Y0 0; Smax 10000; p 0.250000; temps moyen 530.135302 p' 0.918424
X0 37; Y0 0; Smax 100000; p 0.250000; temps moyen 711.945823 p' 0.937620
X0 37; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 37; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 37; Y0 0; Smax 1000; p 0.750000; temps moyen 721.317932 p' 0.005918
X0 37; Y0 0; Smax 10000; p 0.750000; temps moyen 4435.346590 p' 0.062533
X0 37; Y0 0; Smax 100000; p 0.750000; temps moyen 23209.358891 p' 0.137432
X0 38; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 38; Y0 0; Smax 100; p 0.250000; temps moyen 76.156032 p' 0.184466
X0 38; Y0 0; Smax 1000; p 0.250000; temps moyen 248.266200 p' 0.802454
X0 38; Y0 0; Smax 10000; p 0.250000; temps moyen 559.872390 p' 0.916032
X0 38; Y0 0; Smax 100000; p 0.250000; temps moyen 737.646120 p' 0.936549
X0 38; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 38; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 38; Y0 0; Smax 1000; p 0.750000; temps moyen 719.799178 p' 0.005544
X0 38; Y0 0; Smax 10000; p 0.750000; temps moyen 4530.329033 p' 0.060804
X0 38; Y0 0; Smax 100000; p 0.750000; temps moyen 23284.277986 p' 0.137311
X0 39; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 39; Y0 0; Smax 100; p 0.250000; temps moyen 77.651819 p' 0.172464
X0 39; Y0 0; Smax 1000; p 0.250000; temps moyen 253.157359 p' 0.797962
X0 39; Y0 0; Smax 10000; p 0.250000; temps moyen 581.850496 p' 0.917747
X0 39; Y0 0; Smax 100000; p 0.250000; temps moyen 755.779271 p' 0.938695
X0 39; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 39; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 39; Y0 0; Smax 1000; p 0.750000; temps moyen 734.138420 p' 0.004821
X0 39; Y0 0; Smax 10000; p 0.750000; temps moyen 4572.484590 p' 0.058092
X0 39; Y0 0; Smax 100000; p 0.750000; temps moyen 23769.406861 p' 0.134557
X0 40; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 40; Y0 0; Smax 100; p 0.250000; temps moyen 78.197687 p' 0.152809
X0 40; Y0 0; Smax 1000; p 0.250000; temps moyen 259.948598 p' 0.791097
X0 40; Y0 0; Smax 10000; p 0.250000; temps moyen 602.655133 p' 0.918936
X0 40; Y0 0; Smax 100000; p 0.250000; temps moyen 795.915354 p' 0.935420
X0 40; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 40; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 40; Y0 0; Smax 1000; p 0.750000; temps moyen 727.605634 p' 0.004391
X0 40; Y0 0; Smax 10000; p 0.750000; temps moyen 4596.663810 p' 0.055452
X0 40; Y0 0; Smax 100000; p 0.750000; temps moyen 23874.770753 p' 0.130977
X0 41; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 41; Y0 0; Smax 100; p 0.250000; temps moyen 79.603440 p' 0.143060
X0 41; Y0 0; Smax 1000; p 0.250000; temps moyen 265.496059 p' 0.784766
X0 41; Y0 0; Smax 10000; p 0.250000; temps moyen 637.085842 p' 0.918971
X0 41; Y0 0; Smax 100000; p 0.250000; temps moyen 808.784714 p' 0.936950
X0 41; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 41; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 41; Y0 0; Smax 1000; p 0.750000; temps moyen 745.049751 p' 0.003926
X0 41; Y0 0; Smax 10000; p 0.750000; temps moyen 4686.392405 p' 0.053490
X0 41; Y0 0; Smax 100000; p 0.750000; temps moyen 24548.801418 p' 0.130352
X0 42; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 42; Y0 0; Smax 100; p 0.250000; temps moyen 79.947932 p' 0.125537
X0 42; Y0 0; Smax 1000; p 0.250000; temps moyen 271.997414 p' 0.777972
X0 42; Y0 0; Smax 10000; p 0.250000; temps moyen 658.203606 p' 0.918786
X0 42; Y0 0; Smax 100000; p 0.250000; temps moyen 851.900316 p' 0.933939
X0 42; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 42; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 42; Y0 0; Smax 1000; p 0.750000; temps moyen 750.419869 p' 0.003473
X0 42; Y0 0; Smax 10000; p 0.750000; temps moyen 4728.760368 p' 0.051253
X0 42; Y0 0; Smax 100000; p 0.750000; temps moyen 24253.123293 p' 0.129160
X0 43; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 43; Y0 0; Smax 100; p 0.250000; temps moyen 81.400201 p' 0.116592
X0 43; Y0 0; Smax 1000; p 0.250000; temps moyen 277.668512 p' 0.772461
X0 43; Y0 0; Smax 10000; p 0.250000; temps moyen 675.846809 p' 0.915869
X0 43; Y0 0; Smax 100000; p 0.250000; temps moyen 875.998283 p' 0.936367
X0 43; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 43; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 43; Y0 0; Smax 1000; p 0.750000; temps moyen 754.986441 p' 0.002881
X0 43; Y0 0; Smax 10000; p 0.750000; temps moyen 4812.951220 p' 0.049115
X0 43; Y0 0; Smax 100000; p 0.750000; temps moyen 25047.989910 p' 0.121302
X0 44; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 44; Y0 0; Smax 100; p 0.250000; temps moyen 81.615104 p' 0.101556
X0 44; Y0 0; Smax 1000; p 0.250000; temps moyen 282.596218 p' 0.766628
X0 44; Y0 0; Smax 10000; p 0.250000; temps moyen 710.432557 p' 0.916289
X0 44; Y0 0; Smax 100000; p 0.250000; temps moyen 898.131374 p' 0.937109
X0 44; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 44; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 44; Y0 0; Smax 1000; p 0.750000; temps moyen 761.744572 p' 0.002549
X0 44; Y0 0; Smax 10000; p 0.750000; temps moyen 4801.304690 p' 0.047126
X0 44; Y0 0; Smax 100000; p 0.750000; temps moyen 25202.024342 p' 0.123031
X0 45; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 45; Y0 0; Smax 100; p 0.250000; temps moyen 82.861230 p' 0.093408
X0 45; Y0 0; Smax 1000; p 0.250000; temps moyen 288.948600 p' 0.757939
X0 45; Y0 0; Smax 10000; p 0.250000; temps moyen 730.702753 p' 0.916833
X0 45; Y0 0; Smax 100000; p 0.250000; temps moyen 935.345245 p' 0.936400
X0 45; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 45; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 45; Y0 0; Smax 1000; p 0.750000; temps moyen 771.303448 p' 0.002360
X0 45; Y0 0; Smax 10000; p 0.750000; temps moyen 4850.006999 p' 0.045114
X0 45; Y0 0; Smax 100000; p 0.750000; temps moyen 25404.636251 p' 0.120472
X0 46; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 46; Y0 0; Smax 100; p 0.250000; temps moyen 83.079296 p' 0.080420
X0 46; Y0 0; Smax 1000; p 0.250000; temps moyen 294.994524 p' 0.751367
X0 46; Y0 0; Smax 10000; p 0.250000; temps moyen 741.987840 p' 0.913903
X0 46; Y0 0; Smax 100000; p 0.250000; temps moyen 952.950269 p' 0.936344
X0 46; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 46; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 46; Y0 0; Smax 1000; p 0.750000; temps moyen 775.697329 p' 0.002194
X0 46; Y0 0; Smax 10000; p 0.750000; temps moyen 4914.628838 p' 0.044001
X0 46; Y0 0; Smax 100000; p 0.750000; temps moyen 25805.956356 p' 0.117995
X0 47; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 47; Y0 0; Smax 100; p 0.250000; temps moyen 84.400433 p' 0.073708
X0 47; Y0 0; Smax 1000; p 0.250000; temps moyen 299.985542 p' 0.745492
X0 47; Y0 0; Smax 10000; p 0.250000; temps moyen 766.019003 p' 0.914587
X0 47; Y0 0; Smax 100000; p 0.250000; temps moyen 995.222692 p' 0.936224
X0 47; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 47; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 47; Y0 0; Smax 1000; p 0.750000; temps moyen 806.527531 p' 0.001833
X0 47; Y0 0; Smax 10000; p 0.750000; temps moyen 4968.507617 p' 0.042523
X0 47; Y0 0; Smax 100000; p 0.750000; temps moyen 26342.677750 p' 0.118066
X0 48; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 48; Y0 0; Smax 100; p 0.250000; temps moyen 84.509779 p' 0.062246
X0 48; Y0 0; Smax 1000; p 0.250000; temps moyen 305.233979 p' 0.740153
X0 48; Y0 0; Smax 10000; p 0.250000; temps moyen 785.134682 p' 0.912041
X0 48; Y0 0; Smax 100000; p 0.250000; temps moyen 1035.365200 p' 0.935827
X0 48; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 48; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 48; Y0 0; Smax 1000; p 0.750000; temps moyen 803.262357 p' 0.001712
X0 48; Y0 0; Smax 10000; p 0.750000; temps moyen 5021.666929 p' 0.041322
X0 48; Y0 0; Smax 100000; p 0.750000; temps moyen 26454.740112 p' 0.114320
X0 49; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 49; Y0 0; Smax 100; p 0.250000; temps moyen 85.655034 p' 0.057458
X0 49; Y0 0; Smax 1000; p 0.250000; temps moyen 311.570067 p' 0.732861
X0 49; Y0 0; Smax 10000; p 0.250000; temps moyen 804.042372 p' 0.914681
X0 49; Y0 0; Smax 100000; p 0.250000; temps moyen 1064.192288 p' 0.935078
X0 49; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 49; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 49; Y0 0; Smax 1000; p 0.750000; temps moyen 799.009479 p' 0.001374
X0 49; Y0 0; Smax 10000; p 0.750000; temps moyen 5057.268878 p' 0.039056
X0 49; Y0 0; Smax 100000; p 0.750000; temps moyen 26815.370991 p' 0.114277
X0 50; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 50; Y0 0; Smax 100; p 0.250000; temps moyen 85.687466 p' 0.047995
X0 50; Y0 0; Smax 1000; p 0.250000; temps moyen 316.922854 p' 0.727194
X0 50; Y0 0; Smax 10000; p 0.250000; temps moyen 823.136289 p' 0.911989
X0 50; Y0 0; Smax 100000; p 0.250000; temps moyen 1072.463198 p' 0.935456
X0 50; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 50; Y0 0; Smax 100; p 0.750000; temps moyen -nan p' 0.000000
X0 50; Y0 0; Smax 1000; p 0.750000; temps moyen 809.016667 p' 0.001172
X0 50; Y0 0; Smax 10000; p 0.750000; temps moyen 5107.825468 p' 0.037936
X0 50; Y0 0; Smax 100000; p 0.750000; temps moyen 27280.282218 p' 0.110937

